Country_code,Date,New_confirmed,New_deaths
BE,2020-03-11,47,3

BE,2020-03-10,28,0

BE,2020-03-09,39,0

BE,2020-03-08,31,0

BE,2020-03-07,60,0

BE,2020-03-06,59,0

BE,2020-03-05,27,0

BE,2020-03-04,10,0

BE,2020-03-03,5,0

BE,2020-03-02,6,0

BE,2020-03-01,1,0

BE,2020-02-17,0,0

BE,2020-02-04,1,0

BZ,2020-04-16,0,0

BZ,2020-04-15,0,0

BZ,2020-04-14,0,0

BZ,2020-04-13,4,0

BZ,2020-04-12,1,0

BZ,2020-04-11,3,0

BZ,2020-04-10,1,1

BZ,2020-04-09,1,0

BZ,2020-04-08,1,0

BZ,2020-04-07,0,0

BZ,2020-04-06,2,1

BZ,2020-04-05,1,0

BZ,2020-04-04,0,0

BZ,2020-04-03,1,0

BZ,2020-04-02,0,0

BZ,2020-04-01,0,0

BZ,2020-03-31,0,0

BZ,2020-03-30,1,0

BZ,2020-03-29,0,0

BZ,2020-03-28,0,0

BZ,2020-03-27,0,0

BZ,2020-03-26,0,0

BZ,2020-03-25,1,0

BZ,2020-03-24,0,0

BZ,2020-03-23,1,0

BJ,2020-04-16,0,0

BJ,2020-04-15,0,0

BJ,2020-04-14,0,0

BJ,2020-04-13,0,0

BJ,2020-04-12,0,0

BJ,2020-04-11,0,0

BJ,2020-04-10,9,0

BJ,2020-04-09,0,0

BJ,2020-04-08,0,0

BJ,2020-04-07,0,0

BJ,2020-04-06,4,1

BJ,2020-04-05,6,0

BJ,2020-04-04,0,0

BJ,2020-04-03,3,0

BJ,2020-04-02,0,0

BJ,2020-04-01,4,0

BJ,2020-03-31,3,0

BJ,2020-03-30,0,0

BJ,2020-03-29,0,0

BJ,2020-03-28,0,0

BJ,2020-03-27,0,0

BJ,2020-03-26,0,0

BJ,2020-03-25,0,0

BJ,2020-03-24,1,0

BJ,2020-03-23,3,0

BJ,2020-03-18,1,0

BJ,2020-03-16,1,0

BT,2020-04-16,0,0

BT,2020-04-15,0,0

BT,2020-04-14,0,0

BT,2020-04-13,0,0

BT,2020-04-12,0,0

BT,2020-04-11,0,0

BT,2020-04-10,0,0

BT,2020-04-09,0,0

BT,2020-04-08,0,0

BT,2020-04-07,0,0

BT,2020-04-06,0,0

BT,2020-04-05,0,0

BT,2020-04-04,0,0

BT,2020-04-03,0,0

BT,2020-04-02,1,0

BT,2020-04-01,0,0

BT,2020-03-31,0,0

BT,2020-03-30,0,0

BT,2020-03-29,1,0

BT,2020-03-28,0,0

BT,2020-03-27,1,0

BT,2020-03-26,0,0

BT,2020-03-25,0,0

BT,2020-03-24,0,0

BT,2020-03-23,0,0

BT,2020-03-20,1,0

BT,2020-03-13,0,0

BT,2020-03-11,0,0

BT,2020-03-06,1,0

BO,2020-03-18,0,0

BO,2020-04-15,43,0

BO,2020-04-14,24,1

BO,2020-04-13,30,3

BO,2020-04-12,25,4

BO,2020-04-11,7,1

BO,2020-04-10,4,1

BO,2020-04-09,54,3

BO,2020-04-08,16,1

BO,2020-04-07,11,3

BO,2020-04-06,26,1

BO,2020-04-05,18,0

BO,2020-04-04,7,1

BO,2020-04-03,9,1

BO,2020-04-02,8,1

BO,2020-04-01,8,1

BO,2020-03-31,10,2

BO,2020-03-30,16,3

BO,2020-03-29,7,1

BO,2020-03-28,13,0

BO,2020-03-27,18,0

BO,2020-03-26,11,0

BO,2020-03-25,3,0

BO,2020-03-24,2,0

BO,2020-03-23,3,0

BO,2020-03-22,5,0

BO,2020-03-21,4,0

BO,2020-03-20,3,0

BO,2020-03-18,1,0

BO,2020-03-16,1,0

BO,2020-03-14,7,0

BO,2020-03-13,1,0

BO,2020-03-11,2,0

BA,2020-04-16,57,2

BA,2020-04-15,27,1

BA,2020-04-14,46,1

BA,2020-04-13,28,0

BA,2020-04-12,63,2

BA,2020-04-11,45,1

BA,2020-04-10,43,1

BA,2020-04-09,54,1

BA,2020-04-08,40,1

BA,2020-04-07,90,4

BA,2020-04-06,20,6

BA,2020-04-05,30,2

BA,2020-04-04,45,4

BA,2020-04-03,46,1

BA,2020-04-02,74,3

BA,2020-04-01,39,0

BA,2020-03-31,52,3

BA,2020-03-30,45,4

BA,2020-03-29,65,1

BA,2020-03-28,21,1

BA,2020-03-27,46,1

BA,2020-03-26,15,0

BA,2020-03-25,10,0

BA,2020-03-24,34,2

BA,2020-03-23,6,0

BA,2020-03-22,33,0

BA,2020-03-21,4,1

BA,2020-03-20,26,0

BA,2020-03-19,25,0

BA,2020-03-18,12,0

BA,2020-03-17,1,0

BA,2020-03-16,1,0

BA,2020-03-15,6,0

BA,2020-03-14,5,0

BA,2020-03-13,2,0

BA,2020-03-12,4,0

BA,2020-03-11,2,0

BA,2020-03-10,2,0

BA,2020-03-07,1,0

BA,2020-03-05,2,0

BW,2020-04-16,2,0

BW,2020-04-15,0,0

BW,2020-04-14,0,0

BW,2020-04-13,0,0

BW,2020-04-12,0,0

BW,2020-04-11,0,0

BW,2020-04-10,0,0

BW,2020-04-09,7,0

BW,2020-04-08,0,0

BW,2020-04-07,0,0

BW,2020-04-06,0,0

BW,2020-04-05,2,0

BW,2020-04-04,0,0

BW,2020-04-03,0,0

BW,2020-04-02,0,0

BW,2020-04-01,0,0

BW,2020-03-31,1,1

BW,2020-03-30,3,0

BR,2020-04-16,695,24

BR,2020-04-15,3058,204

BR,2020-04-14,1832,204

BR,2020-04-13,1238,105

BR,2020-04-12,1465,99

BR,2020-04-11,1089,67

BR,2020-04-10,1546,107

BR,2020-04-09,1922,131

BR,2020-04-08,2136,133

BR,2020-04-07,1873,122

BR,2020-04-06,1031,78

BR,2020-04-05,770,41

BR,2020-04-04,1304,86

BR,2020-04-03,1012,35

BR,2020-04-02,1208,84

BR,2020-04-01,1119,39

BR,2020-03-31,1138,42

BR,2020-03-30,323,23

BR,2020-03-29,352,25

BR,2020-03-28,487,19

BR,2020-03-27,432,15

BR,2020-03-26,431,18

BR,2020-03-25,307,13

BR,2020-03-24,323,12

BR,2020-03-23,331,9

BR,2020-03-22,572,10

BR,2020-03-21,228,4

BR,2020-03-20,172,5

BR,2020-03-19,249,3

BR,2020-03-18,51,2

BR,2020-03-17,121,1

BR,2020-03-16,38,0

BR,2020-03-15,11,0

BR,2020-03-13,99,0

BR,2020-03-12,14,0

BR,2020-03-11,7,0

BR,2020-03-10,6,0

BR,2020-03-09,5,0

BR,2020-03-08,7,0

BR,2020-03-06,9,0

BR,2020-03-04,2,0

BR,2020-02-29,1,0

BR,2020-02-26,1,0

BR,2020-01-23,0,0

BR,2020-01-22,0,0

BN,2020-03-18,0,0

BN,2020-04-15,0,0

BN,2020-04-14,0,0

BN,2020-04-13,0,0

BN,2020-04-12,0,0

BN,2020-04-11,0,0

BN,2020-04-10,1,0

BN,2020-04-09,0,0

BN,2020-04-08,0,0

BN,2020-04-07,0,0

BN,2020-04-06,0,0

BN,2020-04-05,0,0

BN,2020-04-04,1,0

BN,2020-04-03,1,0

BN,2020-04-02,2,0

BN,2020-04-01,2,0

BN,2020-03-31,2,0

